report_date,contract_code,category,position_type,long,short,net,long_change,short_change,net_change,long_pct,short_pct
2026-01-30,G3BM,investment_firms,risk_reducing,2992138.0,782344.0,2209794.0,-44.0,-138421.0,138377.0,0.55,0.14
2026-01-30,G3BM,investment_funds,other,76151145.0,78076505.0,-1925360.0,-528854.0,249194.0,-778048.0,14.03,14.39
2026-01-30,G3BM,compliance_operators,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,commercial,total,403899066.0,289989270.0,113909796.0,-23943695.0,-13038823.0,-10904872.0,74.43,53.44
2026-01-30,G3BM,other_financial,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,investment_funds,total,77380905.0,79489871.0,-2108966.0,-528854.0,165876.0,-694730.0,14.26,14.65
2026-01-30,G3BM,compliance_operators,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,other_financial,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,investment_firms,total,46972332.0,172747009.0,-125774677.0,4571625.0,-7312337.0,11883962.0,8.66,31.83
2026-01-30,G3BM,investment_firms,other,43980194.0,171964665.0,-127984471.0,4571669.0,-7173916.0,11745585.0,8.1,31.69
2026-01-30,G3BM,commercial,other,175868483.0,126067542.0,49800941.0,-11574227.0,-14623710.0,3049483.0,32.41,23.23
2026-01-30,G3BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,commercial,risk_reducing,228030583.0,163921728.0,64108855.0,-12369468.0,1584887.0,-13954355.0,42.02,30.21
2026-01-30,G3BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G3BM,investment_funds,risk_reducing,1229760.0,1413366.0,-183606.0,0.0,-83318.0,83318.0,0.23,0.26
2026-01-23,G3BM,compliance_operators,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,investment_firms,other,39408525.0,179138581.0,-139730056.0,-642012.0,4602478.0,-5244490.0,7.0,31.82
2026-01-23,G3BM,investment_funds,risk_reducing,1229760.0,1496684.0,-266924.0,0.0,996179.0,-996179.0,0.22,0.27
2026-01-23,G3BM,investment_funds,other,76679999.0,77827311.0,-1147312.0,-7257317.0,-2575142.0,-4682175.0,13.62,13.83
2026-01-23,G3BM,other_financial,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,commercial,other,187442710.0,140691252.0,46751458.0,1300078.0,3244723.0,-1944645.0,33.3,24.99
2026-01-23,G3BM,investment_firms,risk_reducing,2992182.0,920765.0,2071417.0,-20744.0,69443.0,-90187.0,0.53,0.16
2026-01-23,G3BM,investment_firms,total,42400707.0,180059346.0,-137658639.0,-662756.0,4671921.0,-5334677.0,7.53,31.99
2026-01-23,G3BM,investment_funds,total,77909759.0,79323995.0,-1414236.0,-7257317.0,-1578963.0,-5678354.0,13.84,14.09
2026-01-23,G3BM,commercial,total,427842761.0,303028093.0,124814668.0,13924474.0,5458333.0,8466141.0,76.01,53.83
2026-01-23,G3BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,compliance_operators,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,other_financial,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G3BM,commercial,risk_reducing,240400051.0,162336841.0,78063210.0,12624396.0,2213610.0,10410786.0,42.71,28.84
2026-01-16,G3BM,investment_firms,risk_reducing,3012926.0,851322.0,2161604.0,115698.0,71337.0,44361.0,0.54,0.15
2026-01-16,G3BM,investment_funds,risk_reducing,1229760.0,500505.0,729255.0,-167396.0,96258.0,-263654.0,0.22,0.09
2026-01-16,G3BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,commercial,total,413918287.0,297569760.0,116348527.0,8520947.0,19440143.0,-10919196.0,74.68,53.68
2026-01-16,G3BM,other_financial,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,investment_firms,total,43063463.0,175387425.0,-132323962.0,1510285.0,6120520.0,-4610235.0,7.77,31.64
2026-01-16,G3BM,compliance_operators,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,commercial,other,186142632.0,137446529.0,48696103.0,-3472605.0,10635527.0,-14108132.0,33.58,24.8
2026-01-16,G3BM,other_financial,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,investment_funds,other,83937316.0,80402453.0,3534863.0,11211084.0,-1573159.0,12784243.0,15.14,14.51
2026-01-16,G3BM,investment_firms,other,40050537.0,174536103.0,-134485566.0,1394587.0,6049183.0,-4654596.0,7.23,31.49
2026-01-16,G3BM,investment_funds,total,85167076.0,80902958.0,4264118.0,11043688.0,-1476901.0,12520589.0,15.36,14.6
2026-01-16,G3BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,compliance_operators,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,G3BM,commercial,risk_reducing,227775655.0,160123231.0,67652424.0,11993552.0,8804616.0,3188936.0,41.09,28.89
2026-01-09,G3BM,investment_firms,risk_reducing,2897228.0,779985.0,2117243.0,64301.0,120230.0,-55929.0,0.55,0.15
2026-01-09,G3BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,G3BM,commercial,risk_reducing,215782103.0,151318615.0,64463488.0,8612436.0,3374344.0,5238092.0,40.7,28.54
2026-01-09,G3BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,G3BM,investment_funds,other,72726232.0,81975612.0,-9249380.0,5980427.0,5783684.0,196743.0,13.72,15.46
