report_date,contract_code,category,position_type,long,short,net,long_change,short_change,net_change,long_pct,short_pct
2026-01-30,G5BM,investment_firms,risk_reducing,2232.0,0.0,2232.0,2232.0,0.0,2232.0,0.0,0.0
2026-01-30,G5BM,commercial,other,26076016.0,72468905.0,-46392889.0,-1051756.0,-4829637.0,3777881.0,23.34,64.87
2026-01-30,G5BM,compliance_operators,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,investment_funds,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,commercial,total,68251301.0,84728072.0,-16476771.0,-3257328.0,-5723449.0,2466121.0,61.1,75.84
2026-01-30,G5BM,other_financial,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,investment_firms,total,31371378.0,12527919.0,18843459.0,-3011421.0,-406196.0,-2605225.0,28.08,11.21
2026-01-30,G5BM,compliance_operators,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,investment_funds,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,other_financial,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,investment_funds,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,investment_firms,other,31369146.0,12527919.0,18841227.0,-3013653.0,-406196.0,-2607457.0,28.08,11.21
2026-01-30,G5BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,G5BM,commercial,risk_reducing,42175285.0,12259167.0,29916118.0,-2205572.0,-893812.0,-1311760.0,37.75,10.97
2026-01-30,G5BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,other_financial,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,compliance_operators,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,commercial,total,71508629.0,90451521.0,-18942892.0,919253.0,1429396.0,-510143.0,60.68,76.76
2026-01-23,G5BM,other_financial,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,investment_firms,total,34382799.0,12934115.0,21448684.0,51953.0,-69150.0,121103.0,29.18,10.98
2026-01-23,G5BM,compliance_operators,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,commercial,other,27127772.0,77298542.0,-50170770.0,550881.0,906010.0,-355129.0,23.02,65.59
2026-01-23,G5BM,investment_funds,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,investment_funds,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,investment_firms,other,34382799.0,12934115.0,21448684.0,51953.0,-69150.0,121103.0,29.18,10.98
2026-01-23,G5BM,compliance_operators,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,investment_funds,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,commercial,risk_reducing,44380857.0,13152979.0,31227878.0,368372.0,523386.0,-155014.0,37.66,11.16
2026-01-23,G5BM,other_financial,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,G5BM,investment_firms,risk_reducing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
